func,omega,algorithm,s8-start,s8-final,a1-start,a1-final,a2-start,a2-final,MD,MAD,RMSD,time,errors?
wb97m,300,LN_BOBYQA,5.25,0.77932853044677242,0.4,0.73602439286944732,3.625,2.7915720589994009,0.0194,0.1250,0.1851,2,False
wb97m,300,LN_BOBYQA,5.25,0.77932910011066492,0.4,0.73602558894561065,5.25,2.7915668727165666,0.0194,0.1250,0.1851,2,False
wb97m,300,LN_BOBYQA,5.25,0.77932702380158170,0.4,0.73602178273198915,6.875,2.7915831343991475,0.0194,0.1250,0.1851,3,False
wb97m,300,LN_BOBYQA,5.25,0.77932663083509435,0.4,0.73602009621614017,8.5,2.7915908472003430,0.0194,0.1250,0.1851,4,False
wb97m,300,LN_BOBYQA,5.25,0.77933065240802857,0.6,0.73602762050487947,2.0,2.7915586223606361,0.0194,0.1250,0.1851,2,False
wb97m,300,LN_BOBYQA,5.25,0.77933225709536325,0.6,0.73602314651457745,3.625,2.7915816349441984,0.0194,0.1250,0.1851,2,False
wb97m,300,LN_BOBYQA,5.25,0.77932638030151780,0.6,0.73601961233637792,5.25,2.7915929329936957,0.0194,0.1250,0.1851,3,False
wb97m,300,LN_BOBYQA,5.25,0.77932629877078441,0.6,0.73601938602031547,6.875,2.7915939346303782,0.0194,0.1250,0.1851,4,False
wb97m,300,LN_BOBYQA,5.25,0.77932711257361931,0.6,0.73602246842474073,8.5,2.7915799325541908,0.0194,0.1250,0.1851,5,False
wb97m,300,LN_BOBYQA,5.25,0.77932808692915445,0.8,0.73602508020735025,2.0,2.7915683269078819,0.0194,0.1250,0.1851,2,False
wb97m,300,LN_BOBYQA,5.25,0.77932752564540020,0.8,0.73602457348776718,3.625,2.7915702251280075,0.0194,0.1250,0.1851,2,False
wb97m,300,LN_BOBYQA,5.25,0.77932793097862707,0.8,0.73602336657529899,5.25,2.7915764091958222,0.0194,0.1250,0.1851,4,False
wb97m,300,LN_BOBYQA,5.25,0.77932783476992418,0.8,0.73602295393669204,6.875,2.7915782922020820,0.0194,0.1250,0.1851,4,False
wb97m,300,LN_BOBYQA,5.25,0.77932658908999497,0.8,0.73601971189645987,8.5,2.7915926429706484,0.0194,0.1250,0.1851,4,False
wb97m,300,LN_BOBYQA,7.0,-0.38714762512066619,0.0,0.17461657661184518,2.0,1.6855848321730647,-0.3315,1.2755,2.0863,4,False
wb97m,300,LN_BOBYQA,7.0,0.77932963130927579,0.0,0.73602710990733677,3.625,2.7915600881076275,0.0194,0.1250,0.1851,3,False
wb97m,300,LN_BOBYQA,7.0,0.77932992458768124,0.0,0.73602675634964598,5.25,2.7915620793491689,0.0194,0.1250,0.1851,2,False
wb97m,300,LN_BOBYQA,7.0,0.77932704951353249,0.0,0.73602366340976344,6.875,2.7915741302079113,0.0194,0.1250,0.1851,2,False
wb97m,300,LN_BOBYQA,7.0,0.77932875834215642,0.0,0.73602600510378569,8.5,2.7915645505014770,0.0194,0.1250,0.1851,5,False
wb97m,300,LN_BOBYQA,7.0,0.77933038934441812,0.2,0.73602607061466652,2.0,2.7915657985706281,0.0194,0.1250,0.1851,3,False
wb97m,300,LN_BOBYQA,7.0,0.77933051056383040,0.2,0.73602625539011834,3.625,2.7915650323769454,0.0194,0.1250,0.1851,3,False
wb97m,300,LN_BOBYQA,7.0,0.77932860129146919,0.2,0.73602583090732210,5.25,2.7915652288430044,0.0194,0.1250,0.1851,2,False
wb97m,300,LN_BOBYQA,7.0,0.77932800282866388,0.2,0.73602023600440736,6.875,2.7915915030637639,0.0194,0.1250,0.1851,2,False
wb97m,300,LN_BOBYQA,7.0,0.77932991627133241,0.2,0.73602811621407660,8.5,2.7915555359921260,0.0194,0.1250,0.1851,2,False
wb97m,300,LN_BOBYQA,7.0,0.77932980114994366,0.4,0.73602838528440873,2.0,2.7915541424969716,0.0194,0.1250,0.1851,3,False
wb97m,300,LN_BOBYQA,7.0,0.77932886919035560,0.4,0.73602429323740404,3.625,2.7915728555381696,0.0194,0.1250,0.1851,2,False
wb97m,300,LN_BOBYQA,7.0,0.77932877040184945,0.4,0.73602539040449677,5.25,2.7915675094816774,0.0194,0.1250,0.1851,2,False
wb97m,300,LN_BOBYQA,7.0,0.77932678977497238,0.4,0.73602073083771569,6.875,2.7915879511293404,0.0194,0.1250,0.1851,3,False
wb97m,300,LN_BOBYQA,7.0,0.77932904761842048,0.4,0.73602606996292708,8.5,2.7915645141504650,0.0194,0.1250,0.1851,4,False
wb97m,300,LN_BOBYQA,7.0,0.77933073726995883,0.6,0.73602813440102233,2.0,2.7915562408808183,0.0194,0.1250,0.1851,2,False
wb97m,300,LN_BOBYQA,7.0,0.77932953968349183,0.6,0.73602638087645444,3.625,2.7915635040167728,0.0194,0.1250,0.1851,2,False
wb97m,300,LN_BOBYQA,7.0,0.77932718288343794,0.6,0.73602147539987717,5.25,2.7915847516945669,0.0194,0.1250,0.1851,3,False
wb97m,300,LN_BOBYQA,7.0,0.77932900254125559,0.6,0.73602602034244569,6.875,2.7915647165848489,0.0194,0.1250,0.1851,3,False
wb97m,300,LN_BOBYQA,7.0,0.77932897129490075,0.6,0.73602606731560227,8.5,2.7915644582374379,0.0194,0.1250,0.1851,5,False
wb97m,300,LN_BOBYQA,7.0,0.77932775108964381,0.8,0.73602481906785200,2.0,2.7915692689700928,0.0194,0.1250,0.1851,2,False
wb97m,300,LN_BOBYQA,7.0,0.77932851976272599,0.8,0.73602340559437507,3.625,2.7915767835863665,0.0194,0.1250,0.1851,2,False
